Model,City,Year,Mileage,FuelType,Transmission,Color,Assembly,EngineCapacity,Price
Wagon R,Islamabad,2014,1 - 165000,Petrol,Automatic,Bronze,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Automatic,White,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Automatic,Burgundy,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2015,1 - 165000,Petrol,Manual,Graphite Grey,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2016,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2016,1 - 165000,Petrol,Manual,Silver,Imported,660,1850000 - 2689999
Wagon R,Islamabad,2016,1 - 165000,Petrol,Manual,Gold,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2016,1 - 165000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2016,165001 - 330000,Petrol,Manual,Solid White,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2017,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2017,1 - 165000,Petrol,Automatic,Superior White,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2017,1 - 165000,Hybrid,Automatic,Turwouise,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2017,1 - 165000,Petrol,Manual,Grey,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2017,1 - 165000,Petrol,Manual,Grey,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2017,165001 - 330000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Islamabad,2018,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2020,1 - 165000,Petrol,Automatic,Red,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2020,1 - 165000,Petrol,Automatic,Grey,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2020,1 - 165000,Petrol,Automatic,White,Imported,660,4370000 - 5209999
Wagon R,Islamabad,2021,1 - 165000,Petrol,Manual,Silver,Local,1000,2690000 - 3529999
Wagon R,Islamabad,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,2690000 - 3529999
Wagon R,Islamabad,2021,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R,Islamabad,2021,1 - 165000,Petrol,Automatic,White,Imported,900,2690000 - 3529999
Wagon R,Islamabad,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R,Karachi,2013,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Karachi,2013,1 - 165000,Petrol,Automatic,Black,Imported,660,1010000 - 1849999
Wagon R,Karachi,2014,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Karachi,2014,1 - 165000,Petrol,Manual,Gold,Local,1000,1010000 - 1849999
Wagon R,Karachi,2014,1 - 165000,Petrol,Automatic,Magneta,Imported,660,1010000 - 1849999
Wagon R,Karachi,2014,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,2690000 - 3529999
Wagon R,Karachi,2015,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,1850000 - 2689999
Wagon R,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Karachi,2015,1 - 165000,Petrol,Automatic,Bronze,Imported,660,1850000 - 2689999
Wagon R,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Karachi,2015,165001 - 330000,Petrol,Automatic,Black,Imported,660,1010000 - 1849999
Wagon R,Karachi,2016,1 - 165000,Petrol,Manual,White,Local,1000,1010000 - 1849999
Wagon R,Karachi,2016,1 - 165000,Petrol,Manual,Silver,Local,1000,1010000 - 1849999
Wagon R,Karachi,2016,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R,Karachi,2016,1 - 165000,Petrol,Manual,Solid White,Local,1000,1010000 - 1849999
Wagon R,Karachi,2016,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Karachi,2017,1 - 165000,Petrol,Manual,Black,Local,1000,1850000 - 2689999
Wagon R,Karachi,2017,1 - 165000,Petrol,Manual,Bronze,Local,1000,1850000 - 2689999
Wagon R,Karachi,2017,1 - 165000,Petrol,Manual,Grey,Local,1000,1850000 - 2689999
Wagon R,Karachi,2017,1 - 165000,Petrol,Manual,Beige,Local,1000,1850000 - 2689999
Wagon R,Karachi,2019,1 - 165000,Hybrid,Automatic,Brown,Imported,660,2690000 - 3529999
Wagon R,Karachi,2020,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R,Karachi,2020,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R,Karachi,2020,1 - 165000,Petrol,Automatic,Red,Imported,660,3530000 - 4369999
Wagon R,Karachi,2020,1 - 165000,Petrol,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R,Karachi,2021,1 - 165000,Petrol,Automatic,Burgundy,Imported,660,2690000 - 3529999
Wagon R,Karachi,2021,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,2690000 - 3529999
Wagon R,Karachi,2021,1 - 165000,Hybrid,Automatic,Grey,Imported,660,4370000 - 5209999
Wagon R,Karachi,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R,Lahore,2013,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R,Lahore,2013,1 - 165000,Petrol,Automatic,Silver,Imported,660,1850000 - 2689999
Wagon R,Lahore,2013,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R,Lahore,2014,1 - 165000,Petrol,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Manual,Gold,Local,1000,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Silver,Local,660,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Pearl White,Imported,660,2690000 - 3529999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Silver,Local,660,1850000 - 2689999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,2690000 - 3529999
Wagon R,Lahore,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Lahore,2016,1 - 165000,Petrol,Manual,Beige,Local,1000,1850000 - 2689999
Wagon R,Lahore,2016,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,1850000 - 2689999
Wagon R,Lahore,2016,1 - 165000,Petrol,Manual,Grey,Local,1000,1850000 - 2689999
Wagon R,Lahore,2016,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Lahore,2016,165001 - 330000,Petrol,Manual,Bronze,Local,1000,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Petrol,Manual,Silver,Local,1000,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R,Lahore,2017,1 - 165000,Petrol,Manual,Black,Local,1000,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R,Lahore,2017,1 - 165000,Petrol,Manual,Silver,Local,1000,1010000 - 1849999
Wagon R,Lahore,2018,1 - 165000,Petrol,Automatic,Orange,Imported,660,2690000 - 3529999
Wagon R,Lahore,2018,1 - 165000,Petrol,Automatic,Blue,Imported,660,2690000 - 3529999
Wagon R,Lahore,2018,1 - 165000,Petrol,Manual,Beige,Local,1000,1850000 - 2689999
Wagon R,Lahore,2018,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R,Lahore,2018,1 - 165000,Petrol,Automatic,Silver,Imported,660,1850000 - 2689999
Wagon R,Lahore,2018,1 - 165000,Petrol,Manual,Silver,Local,1000,1850000 - 2689999
Wagon R,Lahore,2019,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R,Lahore,2019,1 - 165000,Petrol,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R,Lahore,2019,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R,Lahore,2019,1 - 165000,Hybrid,Automatic,Black,Imported,660,2690000 - 3529999
Wagon R,Lahore,2019,1 - 165000,Petrol,Manual,Silver,Local,1000,1850000 - 2689999
Wagon R,Lahore,2019,1 - 165000,Petrol,Manual,Grey,Local,1000,1850000 - 2689999
Wagon R,Lahore,2019,1 - 165000,Petrol,Manual,White,Local,1000,1850000 - 2689999
Wagon R,Lahore,2019,1 - 165000,Petrol,Automatic,Black,Local,1000,1850000 - 2689999
Wagon R,Lahore,2020,1 - 165000,Petrol,Automatic,White,Imported,660,3530000 - 4369999
Wagon R,Lahore,2020,1 - 165000,Petrol,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R,Lahore,2021,1 - 165000,Petrol,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R,Lahore,2021,1 - 165000,Petrol,Automatic,Blue,Imported,660,2690000 - 3529999
Wagon R,Lahore,2021,1 - 165000,Petrol,Manual,Black,Imported,1000,3530000 - 4369999
Wagon R,Lahore,2021,1 - 165000,Petrol,Manual,White,Local,1000,2690000 - 3529999
Wagon R,Lahore,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R,Lahore,2021,1 - 165000,Hybrid,Automatic,Burgundy,Imported,660,2690000 - 3529999
Wagon R,Rawalpindi,2013,1 - 165000,Petrol,Automatic,Indigo,Imported,660,1850000 - 2689999
Wagon R,Rawalpindi,2014,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R,Rawalpindi,2014,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R,Rawalpindi,2014,1 - 165000,Petrol,Automatic,Indigo,Imported,660,1850000 - 2689999
Wagon R,Rawalpindi,2015,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,2690000 - 3529999
Wagon R,Rawalpindi,2015,1 - 165000,Petrol,Automatic,Indigo,Imported,660,1850000 - 2689999
Wagon R,Rawalpindi,2017,1 - 165000,Hybrid,Automatic,White,Imported,660,2690000 - 3529999
Wagon R,Rawalpindi,2017,165001 - 330000,Petrol,Automatic,White,Imported,660,2690000 - 3529999
Wagon R,Rawalpindi,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R,Rawalpindi,2021,1 - 165000,Petrol,Automatic,Beige,Imported,660,3530000 - 4369999
Wagon R,Rawalpindi,2021,1 - 165000,Petrol,Manual,White,Local,1000,2690000 - 3529999
Wagon R AGS,Islamabad,2020,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Islamabad,2020,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R AGS,Islamabad,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Islamabad,2021,1 - 165000,Petrol,Automatic,Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Islamabad,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Karachi,2021,1 - 165000,Petrol,Automatic,Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Karachi,2021,1 - 165000,Petrol,Automatic,Graphite Grey,Local,1000,2690000 - 3529999
Wagon R AGS,Karachi,2021,1 - 165000,Petrol,Automatic,Graphite Grey,Local,1000,2690000 - 3529999
Wagon R AGS,Karachi,2021,1 - 165000,Petrol,Automatic,Silky Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2019,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2020,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2020,1 - 165000,Petrol,Automatic,Silky Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2020,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,Graphite Grey,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,Silky Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,Silky Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,Silky Silver,Local,1000,2690000 - 3529999
Wagon R AGS,Lahore,2021,1 - 165000,Petrol,Automatic,White,Local,1000,2690000 - 3529999
Wagon R AGS,Rawalpindi,2020,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R AGS,Rawalpindi,2021,1 - 165000,Petrol,Automatic,Grey,Local,1000,2690000 - 3529999
Wagon R AGS,Rawalpindi,2021,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R AGS,Rawalpindi,2021,1 - 165000,Petrol,Automatic,Solid White,Local,1000,2690000 - 3529999
Wagon R FX,Islamabad,2014,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2014,1 - 165000,Petrol,Automatic,White,Local,660,1850000 - 2689999
Wagon R FX,Islamabad,2014,1 - 165000,Petrol,Automatic,Purple,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2014,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1010000 - 1849999
Wagon R FX,Islamabad,2014,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1010000 - 1849999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,Innocent Pink Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2015,1 - 165000,Petrol,Automatic,White,Local,660,1850000 - 2689999
Wagon R FX,Islamabad,2016,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Islamabad,2017,1 - 165000,Petrol,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R FX,Karachi,2013,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,1010000 - 1849999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2015,1 - 165000,Petrol,Automatic,Fiz Blue Pearl Metallic,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2015,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2015,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2016,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2016,1 - 165000,Petrol,Automatic,Magneta,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2017,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,1850000 - 2689999
Wagon R FX,Karachi,2017,1 - 165000,Petrol,Automatic,Red,Imported,660,2690000 - 3529999
Wagon R FX,Lahore,2014,1 - 165000,Petrol,Automatic,Fiz Blue Pearl Metallic,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2014,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2014,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2014,1 - 165000,Petrol,Automatic,Brown,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,Brown,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,Magneta,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,Silver,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2015,1 - 165000,Petrol,Automatic,White,Imported,660,1850000 - 2689999
Wagon R FX,Lahore,2016,1 - 165000,Hybrid,Automatic,Bluish Black Pearl,Imported,660,2690000 - 3529999
Wagon R FX,Lahore,2017,1 - 165000,Petrol,Automatic,Brown,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2014,1 - 165000,Petrol,Automatic,Silky Silver Metallic,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2014,1 - 165000,Petrol,Automatic,Bluish Black Pearl,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2014,1 - 165000,Petrol,Automatic,Silver,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2014,165001 - 330000,Petrol,Automatic,Superior White,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2015,1 - 165000,Petrol,Automatic,Purple,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2015,1 - 165000,Petrol,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2016,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2016,1 - 165000,Petrol,Automatic,Black,Imported,660,1850000 - 2689999
Wagon R FX,Rawalpindi,2020,1 - 165000,Petrol,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2017,1 - 165000,Hybrid,Automatic,Burgundy,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,4370000 - 5209999
Wagon R Hybrid FX,Islamabad,2018,1 - 165000,Petrol,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2018,1 - 165000,Hybrid,Automatic,Blue,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2019,1 - 165000,Hybrid,Automatic,Black,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Black,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Light Golden,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2020,1 - 165000,Hybrid,Automatic,Black,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,4370000 - 5209999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,4370000 - 5209999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Islamabad,2021,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Karachi,2018,1 - 165000,Hybrid,Automatic,Blue,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Karachi,2018,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Karachi,2019,1 - 165000,Hybrid,Automatic,Turquoise,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Karachi,2019,1 - 165000,Hybrid,Automatic,Brown,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Karachi,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Karachi,2020,1 - 165000,Hybrid,Automatic,Brown,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Karachi,2020,1 - 165000,Petrol,Automatic,Blue,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Karachi,2021,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Karachi,2021,1 - 165000,Hybrid,Automatic,Red,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2017,1 - 165000,Hybrid,Automatic,Red,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Lahore,2017,1 - 165000,Hybrid,Automatic,Pearl Black,Imported,660,1850000 - 2689999
Wagon R Hybrid FX,Lahore,2018,1 - 165000,Hybrid,Automatic,White,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Lahore,2018,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Lahore,2018,1 - 165000,Hybrid,Automatic,Pink,Imported,660,1850000 - 2689999
Wagon R Hybrid FX,Lahore,2019,1 - 165000,Hybrid,Automatic,Gold,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2019,1 - 165000,Hybrid,Automatic,Maroon,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2019,1 - 165000,Hybrid,Automatic,Burgundy,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2019,1 - 165000,Hybrid,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2019,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,Black,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,Gold,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Lahore,2021,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2021,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Lahore,2021,1 - 165000,Petrol,Automatic,Blue,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Rawalpindi,2017,1 - 165000,Hybrid,Automatic,White,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Rawalpindi,2018,1 - 165000,Hybrid,Automatic,Burgundy,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Rawalpindi,2018,1 - 165000,Hybrid,Automatic,White,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Rawalpindi,2020,1 - 165000,Petrol,Automatic,Turquoise,Imported,660,2690000 - 3529999
Wagon R Hybrid FX,Rawalpindi,2020,1 - 165000,Hybrid,Automatic,Silver,Imported,660,3530000 - 4369999
Wagon R Hybrid FX,Rawalpindi,2020,1 - 165000,Hybrid,Automatic,Solid White,Imported,660,3530000 - 4369999
